# ==============================================================================
# optimization_scenarios_preliminary.csv
# GHI CHU QUAN TRONG:
# Kich ban so bo, dung luat don gian (if-then), CHUA phai ket qua tu bo giai toi uu (MILP)
# — khong dung so nay de khang dinh muc tiet kiem chac chan, Sprint 3 se tinh chinh.
#
# CAN CU VA GIA DINH MINH HOA:
# 1. Bieu gia tam: Dien kinh doanh EVN (QD 1279/QD-BCT & 963/QD-BCT), cap dien ap >= 22kV.
#    - Thap diem (00:00 - 06:00 T2-CN): 1.609 VND/kWh
#    - Binh thuong (06:00 - 18:00 & 23:00 - 24:00 T2-T7; 06:00 - 24:00 CN): 2.887 VND/kWh
#    - Cao diem (18:00 - 23:00 T2-T7, khong co CN): 5.025 VND/kWh
# 2. Kich ban 'hien_trang': Chi phi theo bieu gia TOU nhan voi tai du bao cua mo hinh hoi quy.
# 3. Kich ban 'dich_tai_thu_cong': Dich 15% tai gio cao diem sang gio thap diem gan nhat (0h-6h),
#    tong kWh tieu thu bao toan 100%.
# 4. Kich ban 'giam_dinh_don_gian': Cat giam 10% cong suat trong gio cao diem nho dieu chinh
#    nhiet do setpoint / giam chieu sang phu tro.
# 5. Doi voi Chiller (cooling_kw): Cong suat dien quy doi = cooling_kw / COP_rated (COP dinh muc = 5.4).
# ==============================================================================
building_id,metric,scenario,total_kwh,cost_vnd,savings_vnd,savings_pct,assumptions
Bull_education_Joseph,cooling_kw,hien_trang,86942.61,265180533.0,0.0,0.0,"Hien trang van hanh theo du bao phu tai, khong can thiep dich chuyen hay tiet giam"
Bull_education_Joseph,cooling_kw,dich_tai_thu_cong,86635.36,256409913.0,8770620.0,3.31,Dich 15% phu tai gio cao diem (18h-22h T2-T7) sang gio thap diem (0h-6h). Tong kWh khong doi
Bull_education_Joseph,cooling_kw,giam_dinh_don_gian,85327.42,257064188.0,8116345.0,3.06,Cat giam 10% cong suat gio cao diem (18h-22h T2-T7) nho tang setpoint/tiet giam den
Bull_education_Juan,cooling_kw,hien_trang,136422.39,421329373.0,0.0,0.0,"Hien trang van hanh theo du bao phu tai, khong can thiep dich chuyen hay tiet giam"
Bull_education_Juan,cooling_kw,dich_tai_thu_cong,135904.86,406463398.0,14865975.0,3.53,Dich 15% phu tai gio cao diem (18h-22h T2-T7) sang gio thap diem (0h-6h). Tong kWh khong doi
Bull_education_Juan,cooling_kw,giam_dinh_don_gian,133683.65,407567234.0,13762140.0,3.27,Cat giam 10% cong suat gio cao diem (18h-22h T2-T7) nho tang setpoint/tiet giam den
Bull_education_Kendra,cooling_kw,hien_trang,222244.51,675538626.0,0.0,0.0,"Hien trang van hanh theo du bao phu tai, khong can thiep dich chuyen hay tiet giam"
Bull_education_Kendra,cooling_kw,dich_tai_thu_cong,221434.37,652097076.0,23441550.0,3.47,Dich 15% phu tai gio cao diem (18h-22h T2-T7) sang gio thap diem (0h-6h). Tong kWh khong doi
Bull_education_Kendra,cooling_kw,giam_dinh_don_gian,217924.05,653828318.0,21710308.0,3.21,Cat giam 10% cong suat gio cao diem (18h-22h T2-T7) nho tang setpoint/tiet giam den
Bull_education_Krista,cooling_kw,hien_trang,118573.91,373048135.0,0.0,0.0,"Hien trang van hanh theo du bao phu tai, khong can thiep dich chuyen hay tiet giam"
Bull_education_Krista,cooling_kw,dich_tai_thu_cong,118139.9,360022644.0,13025491.0,3.49,Dich 15% phu tai gio cao diem (18h-22h T2-T7) sang gio thap diem (0h-6h). Tong kWh khong doi
Bull_education_Krista,cooling_kw,giam_dinh_don_gian,116168.14,360959143.0,12088992.0,3.24,Cat giam 10% cong suat gio cao diem (18h-22h T2-T7) nho tang setpoint/tiet giam den
Bull_education_Kristal,cooling_kw,hien_trang,151363.56,461098067.0,0.0,0.0,"Hien trang van hanh theo du bao phu tai, khong can thiep dich chuyen hay tiet giam"
Bull_education_Kristal,cooling_kw,dich_tai_thu_cong,150801.58,445608814.0,15489253.0,3.36,Dich 15% phu tai gio cao diem (18h-22h T2-T7) sang gio thap diem (0h-6h). Tong kWh khong doi
Bull_education_Kristal,cooling_kw,giam_dinh_don_gian,148517.14,446794831.0,14303236.0,3.1,Cat giam 10% cong suat gio cao diem (18h-22h T2-T7) nho tang setpoint/tiet giam den
Bull_education_Lenny,cooling_kw,hien_trang,19692.24,63107904.0,0.0,0.0,"Hien trang van hanh theo du bao phu tai, khong can thiep dich chuyen hay tiet giam"
Bull_education_Lenny,cooling_kw,dich_tai_thu_cong,19611.06,60784358.0,2323547.0,3.68,Dich 15% phu tai gio cao diem (18h-22h T2-T7) sang gio thap diem (0h-6h). Tong kWh khong doi
Bull_education_Lenny,cooling_kw,giam_dinh_don_gian,19264.27,60957348.0,2150556.0,3.41,Cat giam 10% cong suat gio cao diem (18h-22h T2-T7) nho tang setpoint/tiet giam den
Bull_education_Linnie,cooling_kw,hien_trang,104975.91,335865198.0,0.0,0.0,"Hien trang van hanh theo du bao phu tai, khong can thiep dich chuyen hay tiet giam"
Bull_education_Linnie,cooling_kw,dich_tai_thu_cong,104539.08,323092634.0,12772564.0,3.8,Dich 15% phu tai gio cao diem (18h-22h T2-T7) sang gio thap diem (0h-6h). Tong kWh khong doi
Bull_education_Linnie,cooling_kw,giam_dinh_don_gian,102620.39,324028697.0,11836501.0,3.52,Cat giam 10% cong suat gio cao diem (18h-22h T2-T7) nho tang setpoint/tiet giam den
Bull_education_Luke,cooling_kw,hien_trang,167057.28,503679589.0,0.0,0.0,"Hien trang van hanh theo du bao phu tai, khong can thiep dich chuyen hay tiet giam"
Bull_education_Luke,cooling_kw,dich_tai_thu_cong,166445.68,486760853.0,16918737.0,3.36,Dich 15% phu tai gio cao diem (18h-22h T2-T7) sang gio thap diem (0h-6h). Tong kWh khong doi
Bull_education_Luke,cooling_kw,giam_dinh_don_gian,163947.47,488052787.0,15626802.0,3.1,Cat giam 10% cong suat gio cao diem (18h-22h T2-T7) nho tang setpoint/tiet giam den
Bull_education_Lydia,cooling_kw,hien_trang,58162.42,179265029.0,0.0,0.0,"Hien trang van hanh theo du bao phu tai, khong can thiep dich chuyen hay tiet giam"
Bull_education_Lydia,cooling_kw,dich_tai_thu_cong,57937.13,172950617.0,6314412.0,3.52,Dich 15% phu tai gio cao diem (18h-22h T2-T7) sang gio thap diem (0h-6h). Tong kWh khong doi
Bull_education_Lydia,cooling_kw,giam_dinh_don_gian,57000.84,173428106.0,5836923.0,3.26,Cat giam 10% cong suat gio cao diem (18h-22h T2-T7) nho tang setpoint/tiet giam den
Bull_education_Lyn,cooling_kw,hien_trang,6456.92,21587671.0,0.0,0.0,"Hien trang van hanh theo du bao phu tai, khong can thiep dich chuyen hay tiet giam"
Bull_education_Lyn,cooling_kw,dich_tai_thu_cong,6432.47,20804803.0,782869.0,3.63,Dich 15% phu tai gio cao diem (18h-22h T2-T7) sang gio thap diem (0h-6h). Tong kWh khong doi
Bull_education_Lyn,cooling_kw,giam_dinh_don_gian,6311.81,20858504.0,729167.0,3.38,Cat giam 10% cong suat gio cao diem (18h-22h T2-T7) nho tang setpoint/tiet giam den
Bull_education_Magaret,cooling_kw,hien_trang,37772.9,117984950.0,0.0,0.0,"Hien trang van hanh theo du bao phu tai, khong can thiep dich chuyen hay tiet giam"
Bull_education_Magaret,cooling_kw,dich_tai_thu_cong,37637.48,113778964.0,4205986.0,3.56,Dich 15% phu tai gio cao diem (18h-22h T2-T7) sang gio thap diem (0h-6h). Tong kWh khong doi
Bull_education_Magaret,cooling_kw,giam_dinh_don_gian,36994.58,114073911.0,3911040.0,3.31,Cat giam 10% cong suat gio cao diem (18h-22h T2-T7) nho tang setpoint/tiet giam den
Bull_education_Mario,cooling_kw,hien_trang,32683.97,103478803.0,0.0,0.0,"Hien trang van hanh theo du bao phu tai, khong can thiep dich chuyen hay tiet giam"
Bull_education_Mario,cooling_kw,dich_tai_thu_cong,32560.1,99791481.0,3687321.0,3.56,Dich 15% phu tai gio cao diem (18h-22h T2-T7) sang gio thap diem (0h-6h). Tong kWh khong doi
Bull_education_Mario,cooling_kw,giam_dinh_don_gian,32003.25,100058182.0,3420621.0,3.31,Cat giam 10% cong suat gio cao diem (18h-22h T2-T7) nho tang setpoint/tiet giam den
Bull_education_Matilda,cooling_kw,hien_trang,60319.53,186019477.0,0.0,0.0,"Hien trang van hanh theo du bao phu tai, khong can thiep dich chuyen hay tiet giam"
Bull_education_Matilda,cooling_kw,dich_tai_thu_cong,60085.82,179252546.0,6766931.0,3.64,Dich 15% phu tai gio cao diem (18h-22h T2-T7) sang gio thap diem (0h-6h). Tong kWh khong doi
Bull_education_Matilda,cooling_kw,giam_dinh_don_gian,59072.29,179752061.0,6267416.0,3.37,Cat giam 10% cong suat gio cao diem (18h-22h T2-T7) nho tang setpoint/tiet giam den
Bull_education_Mervin,cooling_kw,hien_trang,81087.27,246335991.0,0.0,0.0,"Hien trang van hanh theo du bao phu tai, khong can thiep dich chuyen hay tiet giam"
Bull_education_Mervin,cooling_kw,dich_tai_thu_cong,80794.24,237919720.0,8416271.0,3.42,Dich 15% phu tai gio cao diem (18h-22h T2-T7) sang gio thap diem (0h-6h). Tong kWh khong doi
Bull_education_Mervin,cooling_kw,giam_dinh_don_gian,79536.76,238544699.0,7791291.0,3.16,Cat giam 10% cong suat gio cao diem (18h-22h T2-T7) nho tang setpoint/tiet giam den
Bull_education_Miquel,cooling_kw,hien_trang,89685.04,282231395.0,0.0,0.0,"Hien trang van hanh theo du bao phu tai, khong can thiep dich chuyen hay tiet giam"
Bull_education_Miquel,cooling_kw,dich_tai_thu_cong,89352.44,272197712.0,10033684.0,3.56,Dich 15% phu tai gio cao diem (18h-22h T2-T7) sang gio thap diem (0h-6h). Tong kWh khong doi
Bull_education_Miquel,cooling_kw,giam_dinh_don_gian,87831.31,272916387.0,9315008.0,3.3,Cat giam 10% cong suat gio cao diem (18h-22h T2-T7) nho tang setpoint/tiet giam den
Bull_education_Miranda,cooling_kw,hien_trang,15174.3,46189826.0,0.0,0.0,"Hien trang van hanh theo du bao phu tai, khong can thiep dich chuyen hay tiet giam"
Bull_education_Miranda,cooling_kw,dich_tai_thu_cong,15117.69,44612992.0,1576833.0,3.41,Dich 15% phu tai gio cao diem (18h-22h T2-T7) sang gio thap diem (0h-6h). Tong kWh khong doi
Bull_education_Miranda,cooling_kw,giam_dinh_don_gian,14884.34,44732777.0,1457049.0,3.15,Cat giam 10% cong suat gio cao diem (18h-22h T2-T7) nho tang setpoint/tiet giam den
